,Unnamed: 0,Page,2NE1_zh.wikipedia.org_all-access_spider,2PM_zh.wikipedia.org_all-access_spider,3C_zh.wikipedia.org_all-access_spider,4minute_zh.wikipedia.org_all-access_spider,52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,5566_zh.wikipedia.org_all-access_spider,91Days_zh.wikipedia.org_all-access_spider,A'N'D_zh.wikipedia.org_all-access_spider,AKB48_zh.wikipedia.org_all-access_spider,ASCII_zh.wikipedia.org_all-access_spider,ASTRO_zh.wikipedia.org_all-access_spider,Ahq_e-Sports_Club_zh.wikipedia.org_all-access_spider,All_your_base_are_belong_to_us_zh.wikipedia.org_all-access_spider,AlphaGo_zh.wikipedia.org_all-access_spider,Android_zh.wikipedia.org_all-access_spider,Angelababy_zh.wikipedia.org_all-access_spider,Apink_zh.wikipedia.org_all-access_spider,Apple_II_zh.wikipedia.org_all-access_spider,As_One_zh.wikipedia.org_all-access_spider,B-PROJECT_zh.wikipedia.org_all-access_spider,B1A4_zh.wikipedia.org_all-access_spider,BDSM_zh.wikipedia.org_all-access_spider,BEAST_zh.wikipedia.org_all-access_spider,BIGBANG_zh.wikipedia.org_all-access_spider,BLACK_PINK_zh.wikipedia.org_all-access_spider,BLEACH_zh.wikipedia.org_all-access_spider,BTOB_zh.wikipedia.org_all-access_spider,Beautiful_Mind_zh.wikipedia.org_all-access_spider,Beyond_zh.wikipedia.org_all-access_spider,Big_zh.wikipedia.org_all-access_spider,Block_B_zh.wikipedia.org_all-access_spider,CHAOS;CHILD_zh.wikipedia.org_all-access_spider,CHAOS;HEAD_zh.wikipedia.org_all-access_spider,CLC_zh.wikipedia.org_all-access_spider,CNBLUE_zh.wikipedia.org_all-access_spider,DIA_zh.wikipedia.org_all-access_spider,Daigo_zh.wikipedia.org_all-access_spider,Dear_My_Friends_zh.wikipedia.org_all-access_spider,Doctors_zh.wikipedia.org_all-access_spider,EGOIST_zh.wikipedia.org_all-access_spider,EXID_zh.wikipedia.org_all-access_spider,EXO_zh.wikipedia.org_all-access_spider,Energy_zh.wikipedia.org_all-access_spider,Eric_Nam_zh.wikipedia.org_all-access_spider,FAIRY_TAIL_zh.wikipedia.org_all-access_spider,FIESTAR_zh.wikipedia.org_all-access_spider,FIRST_CLASS_zh.wikipedia.org_all-access_spider,Facebook_zh.wikipedia.org_all-access_spider
339,339,2016-06-04,11.0,10.0,5.0,10.0,3.0,34.0,,141.0,34.0,25.0,2.0,38.0,7.0,16.0,36.0,19.0,21.0,9.0,75.0,,15.0,35.0,78.0,13.0,,16.0,25.0,7.0,22.0,9.0,17.0,10.0,9.0,172.0,13.0,53.0,5.0,27.0,13.0,5.0,83.0,85.0,8.0,8.0,12.0,41.0,4.0,186.0
340,340,2016-06-05,15.0,12.0,3.0,25.0,7.0,9.0,,52.0,45.0,22.0,7.0,7.0,6.0,28.0,34.0,34.0,24.0,55.0,93.0,,24.0,15.0,218.0,25.0,,13.0,21.0,8.0,14.0,14.0,35.0,3.0,10.0,156.0,15.0,15.0,8.0,60.0,25.0,12.0,107.0,35.0,10.0,9.0,20.0,10.0,8.0,379.0
341,341,2016-06-06,14.0,12.0,4.0,9.0,8.0,10.0,,40.0,37.0,38.0,9.0,12.0,6.0,28.0,30.0,26.0,31.0,7.0,37.0,,22.0,12.0,19.0,17.0,,21.0,78.0,85.0,20.0,11.0,18.0,7.0,7.0,159.0,16.0,77.0,6.0,27.0,21.0,10.0,196.0,40.0,22.0,20.0,24.0,14.0,9.0,98.0
342,342,2016-06-07,18.0,13.0,1.0,8.0,3.0,11.0,,62.0,23.0,19.0,10.0,8.0,5.0,28.0,84.0,44.0,18.0,19.0,14.0,,12.0,14.0,18.0,28.0,,28.0,48.0,29.0,16.0,9.0,11.0,6.0,7.0,61.0,13.0,43.0,5.0,36.0,35.0,7.0,77.0,140.0,16.0,19.0,18.0,15.0,7.0,74.0
343,343,2016-06-08,18.0,9.0,9.0,8.0,4.0,17.0,,12.0,27.0,27.0,8.0,8.0,8.0,21.0,43.0,27.0,26.0,8.0,7.0,,13.0,23.0,14.0,24.0,,20.0,35.0,73.0,13.0,11.0,13.0,9.0,10.0,93.0,12.0,118.0,18.0,14.0,40.0,6.0,70.0,93.0,42.0,5.0,20.0,23.0,8.0,99.0
344,344,2016-06-09,10.0,16.0,3.0,10.0,5.0,18.0,,13.0,71.0,31.0,7.0,8.0,11.0,18.0,28.0,33.0,39.0,12.0,10.0,,10.0,25.0,23.0,25.0,,18.0,27.0,24.0,19.0,9.0,17.0,2.0,13.0,101.0,13.0,57.0,4.0,22.0,55.0,4.0,67.0,262.0,7.0,13.0,23.0,53.0,4.0,90.0
345,345,2016-06-10,11.0,19.0,4.0,14.0,2.0,27.0,,148.0,203.0,29.0,73.0,11.0,5.0,22.0,28.0,9.0,109.0,10.0,13.0,,42.0,19.0,14.0,24.0,,16.0,43.0,65.0,21.0,9.0,21.0,48.0,8.0,41.0,25.0,104.0,15.0,11.0,34.0,9.0,55.0,159.0,15.0,10.0,143.0,22.0,10.0,98.0
346,346,2016-06-11,14.0,19.0,6.0,9.0,1.0,15.0,,133.0,47.0,15.0,5.0,11.0,7.0,59.0,25.0,43.0,102.0,8.0,29.0,,14.0,21.0,17.0,15.0,,39.0,21.0,12.0,19.0,8.0,16.0,6.0,12.0,73.0,57.0,58.0,7.0,41.0,108.0,11.0,33.0,82.0,7.0,4.0,14.0,8.0,7.0,83.0
347,347,2016-06-12,18.0,11.0,2.0,11.0,1.0,16.0,,26.0,32.0,31.0,3.0,16.0,6.0,46.0,34.0,116.0,20.0,16.0,9.0,,25.0,21.0,8.0,21.0,,16.0,57.0,16.0,23.0,15.0,18.0,6.0,7.0,65.0,188.0,9.0,7.0,30.0,29.0,11.0,74.0,99.0,5.0,5.0,19.0,29.0,10.0,78.0
348,348,2016-06-13,14.0,15.0,2.0,303.0,1.0,28.0,,9.0,44.0,26.0,6.0,15.0,3.0,32.0,38.0,20.0,20.0,8.0,147.0,,34.0,24.0,10.0,35.0,,22.0,29.0,7.0,35.0,8.0,16.0,5.0,14.0,39.0,70.0,168.0,7.0,17.0,72.0,11.0,229.0,121.0,24.0,13.0,20.0,49.0,8.0,69.0
349,349,2016-06-14,13.0,10.0,1.0,29.0,2.0,13.0,,17.0,45.0,25.0,6.0,7.0,2.0,13.0,33.0,71.0,24.0,7.0,24.0,,19.0,13.0,14.0,19.0,,15.0,49.0,49.0,23.0,13.0,11.0,6.0,10.0,24.0,49.0,72.0,8.0,10.0,65.0,12.0,73.0,65.0,5.0,9.0,23.0,11.0,8.0,72.0
350,350,2016-06-15,17.0,20.0,16.0,121.0,8.0,31.0,,42.0,41.0,38.0,39.0,13.0,15.0,23.0,29.0,28.0,33.0,14.0,11.0,,32.0,13.0,66.0,28.0,,29.0,39.0,18.0,28.0,12.0,28.0,7.0,11.0,27.0,18.0,47.0,4.0,23.0,33.0,5.0,87.0,59.0,14.0,10.0,62.0,14.0,8.0,70.0
351,351,2016-06-16,15.0,25.0,6.0,69.0,6.0,24.0,,50.0,29.0,22.0,42.0,19.0,18.0,21.0,65.0,38.0,62.0,9.0,13.0,0.0,94.0,20.0,10.0,29.0,,15.0,29.0,9.0,38.0,12.0,13.0,8.0,9.0,38.0,7.0,69.0,4.0,20.0,24.0,12.0,106.0,89.0,8.0,26.0,21.0,17.0,5.0,68.0
352,352,2016-06-17,14.0,9.0,3.0,39.0,1.0,19.0,,45.0,37.0,21.0,17.0,17.0,11.0,27.0,30.0,32.0,54.0,4.0,10.0,33.0,17.0,13.0,27.0,20.0,,16.0,29.0,18.0,34.0,8.0,21.0,5.0,6.0,176.0,18.0,95.0,6.0,67.0,19.0,17.0,66.0,90.0,20.0,22.0,25.0,22.0,8.0,53.0
353,353,2016-06-18,234.0,14.0,3.0,25.0,0.0,8.0,,33.0,84.0,27.0,10.0,7.0,14.0,5.0,21.0,18.0,43.0,8.0,45.0,1.0,11.0,17.0,8.0,23.0,,16.0,16.0,17.0,26.0,13.0,8.0,2.0,6.0,26.0,9.0,50.0,10.0,42.0,12.0,4.0,99.0,29.0,8.0,17.0,53.0,36.0,4.0,59.0
354,354,2016-06-19,8.0,10.0,6.0,27.0,4.0,9.0,,34.0,58.0,25.0,13.0,63.0,10.0,13.0,28.0,37.0,38.0,9.0,10.0,5.0,12.0,12.0,10.0,37.0,,22.0,22.0,21.0,18.0,8.0,24.0,4.0,5.0,23.0,17.0,46.0,7.0,128.0,54.0,4.0,66.0,67.0,9.0,33.0,34.0,46.0,12.0,135.0
355,355,2016-06-20,62.0,14.0,1.0,54.0,2.0,12.0,,27.0,33.0,38.0,23.0,5.0,5.0,10.0,23.0,27.0,81.0,9.0,26.0,2.0,23.0,9.0,12.0,46.0,,21.0,33.0,21.0,21.0,7.0,7.0,9.0,11.0,15.0,18.0,74.0,6.0,34.0,152.0,7.0,37.0,91.0,17.0,17.0,13.0,7.0,11.0,56.0
356,356,2016-06-21,26.0,18.0,6.0,39.0,6.0,19.0,,19.0,59.0,35.0,11.0,9.0,11.0,17.0,36.0,33.0,50.0,19.0,19.0,1.0,21.0,13.0,29.0,32.0,,22.0,43.0,202.0,32.0,8.0,86.0,3.0,15.0,65.0,14.0,79.0,7.0,15.0,245.0,11.0,281.0,75.0,7.0,8.0,21.0,19.0,15.0,75.0
357,357,2016-06-22,22.0,25.0,1.0,24.0,2.0,11.0,,14.0,52.0,34.0,6.0,4.0,7.0,18.0,26.0,38.0,211.0,9.0,14.0,2.0,10.0,11.0,46.0,21.0,,12.0,17.0,47.0,24.0,8.0,17.0,9.0,10.0,101.0,15.0,54.0,3.0,18.0,127.0,4.0,85.0,64.0,12.0,13.0,11.0,28.0,5.0,76.0
358,358,2016-06-23,8.0,13.0,4.0,22.0,2.0,11.0,,12.0,47.0,24.0,14.0,21.0,10.0,14.0,31.0,89.0,68.0,9.0,21.0,1.0,21.0,21.0,77.0,19.0,,19.0,20.0,63.0,20.0,14.0,14.0,5.0,10.0,138.0,10.0,88.0,14.0,14.0,75.0,8.0,99.0,48.0,16.0,9.0,18.0,77.0,7.0,60.0
359,359,2016-06-24,22.0,24.0,3.0,20.0,2.0,23.0,,16.0,31.0,29.0,21.0,7.0,10.0,15.0,34.0,47.0,59.0,11.0,29.0,2.0,17.0,28.0,39.0,47.0,,14.0,117.0,19.0,28.0,7.0,30.0,8.0,14.0,72.0,50.0,124.0,8.0,15.0,58.0,9.0,122.0,32.0,7.0,16.0,54.0,83.0,17.0,84.0
360,360,2016-06-25,15.0,14.0,5.0,14.0,1.0,17.0,,94.0,34.0,35.0,9.0,6.0,8.0,10.0,32.0,41.0,73.0,19.0,29.0,2.0,13.0,21.0,13.0,33.0,,15.0,33.0,26.0,22.0,8.0,27.0,4.0,9.0,81.0,10.0,60.0,4.0,41.0,57.0,9.0,105.0,41.0,10.0,8.0,33.0,22.0,11.0,56.0
361,361,2016-06-26,69.0,13.0,1.0,12.0,5.0,13.0,,61.0,42.0,27.0,109.0,9.0,9.0,8.0,43.0,47.0,49.0,7.0,13.0,1.0,16.0,17.0,30.0,19.0,,16.0,60.0,19.0,20.0,11.0,15.0,6.0,7.0,25.0,10.0,29.0,3.0,63.0,33.0,15.0,87.0,38.0,12.0,13.0,17.0,91.0,5.0,58.0
362,362,2016-06-27,11.0,14.0,6.0,8.0,2.0,12.0,,23.0,28.0,21.0,81.0,2.0,3.0,11.0,31.0,136.0,11.0,16.0,12.0,16.0,25.0,180.0,23.0,18.0,,13.0,28.0,20.0,20.0,8.0,25.0,10.0,8.0,43.0,31.0,72.0,5.0,41.0,134.0,4.0,100.0,69.0,10.0,7.0,41.0,56.0,5.0,43.0
363,363,2016-06-28,18.0,24.0,5.0,17.0,2.0,12.0,,37.0,40.0,31.0,35.0,9.0,6.0,10.0,32.0,25.0,83.0,9.0,16.0,5.0,10.0,513.0,20.0,32.0,,27.0,29.0,92.0,21.0,9.0,17.0,8.0,8.0,23.0,50.0,26.0,3.0,53.0,452.0,8.0,68.0,106.0,12.0,13.0,25.0,27.0,9.0,64.0
364,364,2016-06-29,23.0,16.0,1.0,11.0,2.0,16.0,,15.0,40.0,21.0,43.0,3.0,5.0,10.0,29.0,29.0,14.0,7.0,17.0,7.0,11.0,93.0,20.0,15.0,637.0,24.0,16.0,48.0,25.0,8.0,18.0,3.0,9.0,41.0,16.0,26.0,1.0,23.0,406.0,14.0,40.0,25.0,12.0,8.0,35.0,61.0,3.0,60.0
365,365,2016-06-30,12.0,15.0,4.0,15.0,3.0,9.0,61.0,35.0,35.0,30.0,25.0,6.0,5.0,13.0,40.0,28.0,20.0,5.0,7.0,3.0,13.0,34.0,48.0,25.0,71.0,15.0,13.0,36.0,30.0,8.0,14.0,7.0,5.0,83.0,99.0,10.0,6.0,31.0,203.0,11.0,27.0,44.0,10.0,12.0,21.0,43.0,10.0,50.0
366,366,2016-07-01,20.0,13.0,5.0,19.0,10.0,4.0,5.0,33.0,33.0,26.0,64.0,8.0,3.0,13.0,99.0,62.0,19.0,11.0,8.0,0.0,19.0,38.0,26.0,22.0,19.0,15.0,13.0,22.0,23.0,11.0,11.0,4.0,13.0,22.0,19.0,39.0,4.0,22.0,242.0,9.0,115.0,62.0,9.0,10.0,69.0,11.0,7.0,63.0
367,367,2016-07-02,17.0,11.0,4.0,20.0,1.0,7.0,18.0,128.0,108.0,21.0,29.0,8.0,11.0,12.0,58.0,20.0,33.0,13.0,31.0,28.0,9.0,30.0,24.0,19.0,14.0,17.0,14.0,9.0,18.0,9.0,6.0,5.0,8.0,28.0,22.0,20.0,4.0,63.0,254.0,9.0,65.0,90.0,6.0,15.0,30.0,10.0,6.0,73.0
368,368,2016-07-03,15.0,12.0,2.0,11.0,3.0,14.0,26.0,11.0,27.0,21.0,22.0,33.0,10.0,8.0,30.0,90.0,21.0,9.0,38.0,14.0,29.0,22.0,16.0,20.0,33.0,31.0,10.0,17.0,25.0,12.0,16.0,4.0,10.0,59.0,18.0,16.0,12.0,42.0,76.0,10.0,46.0,33.0,10.0,22.0,68.0,89.0,6.0,92.0
369,369,2016-07-04,16.0,28.0,4.0,36.0,4.0,8.0,3.0,26.0,50.0,29.0,34.0,17.0,1.0,19.0,36.0,24.0,17.0,11.0,12.0,5.0,7.0,16.0,22.0,19.0,21.0,41.0,19.0,33.0,71.0,25.0,7.0,3.0,10.0,122.0,30.0,21.0,6.0,24.0,321.0,11.0,195.0,58.0,5.0,8.0,25.0,49.0,4.0,55.0
370,370,2016-07-05,18.0,28.0,3.0,19.0,2.0,9.0,10.0,21.0,43.0,35.0,105.0,7.0,4.0,10.0,40.0,22.0,95.0,11.0,13.0,15.0,20.0,16.0,14.0,26.0,9.0,15.0,10.0,122.0,24.0,14.0,16.0,5.0,6.0,33.0,22.0,38.0,4.0,26.0,637.0,7.0,303.0,151.0,6.0,16.0,151.0,21.0,7.0,54.0
371,371,2016-07-06,21.0,17.0,4.0,35.0,3.0,9.0,5.0,44.0,56.0,27.0,45.0,6.0,6.0,15.0,32.0,42.0,44.0,6.0,37.0,5.0,12.0,24.0,35.0,54.0,118.0,20.0,15.0,42.0,24.0,12.0,16.0,5.0,6.0,90.0,46.0,50.0,3.0,36.0,575.0,12.0,46.0,127.0,10.0,13.0,88.0,19.0,9.0,46.0
372,372,2016-07-07,15.0,27.0,2.0,22.0,4.0,17.0,2.0,27.0,35.0,22.0,26.0,4.0,6.0,13.0,29.0,20.0,18.0,10.0,15.0,7.0,13.0,21.0,12.0,28.0,36.0,30.0,17.0,15.0,25.0,14.0,14.0,5.0,11.0,39.0,24.0,39.0,7.0,12.0,182.0,9.0,85.0,58.0,12.0,13.0,50.0,14.0,7.0,60.0
373,373,2016-07-08,30.0,48.0,0.0,14.0,1.0,22.0,16.0,16.0,35.0,19.0,75.0,1.0,6.0,7.0,32.0,34.0,20.0,8.0,10.0,4.0,15.0,22.0,28.0,15.0,80.0,41.0,18.0,16.0,30.0,3.0,13.0,4.0,3.0,75.0,13.0,31.0,5.0,14.0,71.0,5.0,227.0,61.0,4.0,11.0,83.0,27.0,1.0,70.0
374,374,2016-07-09,115.0,184.0,1.0,17.0,1.0,11.0,40.0,14.0,29.0,22.0,65.0,11.0,1.0,8.0,33.0,63.0,8.0,7.0,24.0,6.0,49.0,11.0,31.0,23.0,18.0,38.0,23.0,8.0,26.0,4.0,6.0,5.0,9.0,39.0,24.0,86.0,1.0,30.0,120.0,9.0,79.0,55.0,4.0,15.0,23.0,30.0,9.0,39.0
375,375,2016-07-10,56.0,64.0,3.0,15.0,9.0,20.0,57.0,37.0,33.0,37.0,105.0,12.0,4.0,11.0,22.0,63.0,191.0,9.0,11.0,9.0,18.0,50.0,25.0,18.0,52.0,23.0,14.0,17.0,29.0,12.0,52.0,9.0,9.0,163.0,22.0,32.0,6.0,21.0,160.0,7.0,31.0,53.0,11.0,15.0,19.0,14.0,14.0,61.0
376,376,2016-07-11,45.0,24.0,12.0,12.0,0.0,11.0,86.0,75.0,37.0,30.0,11.0,17.0,4.0,16.0,36.0,25.0,161.0,8.0,46.0,34.0,27.0,22.0,20.0,52.0,209.0,24.0,151.0,41.0,25.0,7.0,27.0,6.0,11.0,22.0,22.0,25.0,3.0,16.0,284.0,13.0,37.0,78.0,6.0,11.0,36.0,17.0,18.0,63.0
377,377,2016-07-12,17.0,92.0,4.0,34.0,1.0,15.0,8.0,39.0,70.0,22.0,28.0,8.0,5.0,11.0,22.0,18.0,91.0,13.0,15.0,6.0,20.0,18.0,39.0,37.0,51.0,21.0,37.0,69.0,36.0,8.0,21.0,6.0,10.0,19.0,16.0,24.0,6.0,26.0,337.0,13.0,63.0,54.0,8.0,7.0,21.0,64.0,8.0,44.0
378,378,2016-07-13,18.0,31.0,7.0,20.0,6.0,10.0,9.0,42.0,48.0,41.0,71.0,39.0,18.0,6.0,34.0,51.0,16.0,13.0,26.0,7.0,21.0,13.0,27.0,32.0,5.0,32.0,27.0,39.0,19.0,16.0,15.0,5.0,7.0,46.0,12.0,113.0,3.0,14.0,59.0,4.0,43.0,39.0,13.0,15.0,23.0,12.0,9.0,62.0
379,379,2016-07-14,15.0,34.0,5.0,25.0,2.0,15.0,9.0,34.0,34.0,27.0,38.0,16.0,2.0,13.0,26.0,42.0,23.0,8.0,73.0,22.0,34.0,13.0,265.0,46.0,32.0,18.0,45.0,23.0,37.0,7.0,26.0,10.0,10.0,22.0,40.0,15.0,4.0,11.0,73.0,11.0,94.0,86.0,5.0,49.0,28.0,39.0,19.0,58.0
380,380,2016-07-15,18.0,49.0,6.0,15.0,5.0,7.0,3.0,63.0,48.0,23.0,18.0,16.0,4.0,10.0,38.0,34.0,13.0,13.0,40.0,8.0,46.0,15.0,64.0,36.0,9.0,16.0,32.0,20.0,20.0,5.0,30.0,4.0,6.0,28.0,36.0,8.0,3.0,18.0,43.0,12.0,189.0,66.0,10.0,19.0,55.0,15.0,14.0,63.0
381,381,2016-07-16,14.0,21.0,6.0,18.0,2.0,15.0,22.0,68.0,28.0,27.0,8.0,8.0,7.0,10.0,35.0,43.0,12.0,19.0,29.0,5.0,20.0,19.0,27.0,25.0,9.0,13.0,15.0,24.0,18.0,11.0,23.0,6.0,12.0,23.0,12.0,43.0,6.0,9.0,96.0,11.0,28.0,47.0,5.0,12.0,27.0,46.0,7.0,60.0
382,382,2016-07-17,15.0,36.0,6.0,19.0,2.0,12.0,38.0,114.0,35.0,19.0,29.0,10.0,2.0,11.0,34.0,23.0,19.0,11.0,13.0,25.0,29.0,20.0,47.0,35.0,9.0,24.0,47.0,13.0,25.0,7.0,17.0,3.0,7.0,30.0,27.0,8.0,8.0,14.0,241.0,8.0,40.0,52.0,8.0,21.0,31.0,16.0,6.0,81.0
383,383,2016-07-18,15.0,32.0,3.0,13.0,3.0,14.0,18.0,194.0,27.0,37.0,15.0,6.0,10.0,21.0,27.0,18.0,28.0,10.0,38.0,5.0,26.0,20.0,88.0,39.0,157.0,22.0,21.0,36.0,28.0,16.0,20.0,6.0,14.0,33.0,18.0,61.0,6.0,21.0,324.0,11.0,40.0,91.0,10.0,97.0,17.0,38.0,7.0,53.0
384,384,2016-07-19,24.0,16.0,3.0,17.0,2.0,8.0,10.0,229.0,48.0,28.0,25.0,6.0,7.0,19.0,54.0,64.0,18.0,7.0,13.0,6.0,16.0,17.0,16.0,24.0,24.0,16.0,21.0,59.0,28.0,20.0,18.0,7.0,12.0,17.0,17.0,25.0,5.0,16.0,291.0,6.0,29.0,37.0,8.0,14.0,19.0,12.0,8.0,58.0
385,385,2016-07-20,22.0,16.0,3.0,16.0,11.0,11.0,18.0,153.0,40.0,36.0,13.0,6.0,9.0,13.0,42.0,17.0,14.0,9.0,25.0,31.0,15.0,20.0,26.0,18.0,64.0,13.0,16.0,58.0,120.0,8.0,19.0,3.0,9.0,30.0,15.0,17.0,6.0,15.0,301.0,8.0,34.0,81.0,9.0,15.0,33.0,22.0,5.0,129.0
386,386,2016-07-21,18.0,19.0,5.0,11.0,1.0,14.0,14.0,44.0,37.0,37.0,25.0,19.0,0.0,17.0,26.0,23.0,20.0,10.0,186.0,4.0,18.0,18.0,39.0,35.0,11.0,22.0,20.0,47.0,29.0,8.0,6.0,5.0,13.0,34.0,18.0,10.0,2.0,9.0,191.0,11.0,177.0,253.0,22.0,12.0,46.0,32.0,12.0,81.0
387,387,2016-07-22,30.0,22.0,5.0,22.0,4.0,10.0,9.0,192.0,41.0,35.0,7.0,8.0,5.0,33.0,47.0,31.0,18.0,7.0,18.0,1.0,13.0,18.0,9.0,56.0,8.0,9.0,13.0,41.0,31.0,13.0,22.0,5.0,9.0,12.0,15.0,8.0,0.0,15.0,188.0,9.0,45.0,140.0,9.0,50.0,23.0,11.0,5.0,64.0
388,388,2016-07-23,12.0,22.0,2.0,43.0,4.0,26.0,11.0,55.0,26.0,35.0,37.0,10.0,7.0,23.0,26.0,50.0,12.0,11.0,11.0,8.0,14.0,15.0,34.0,22.0,7.0,24.0,18.0,21.0,33.0,18.0,15.0,10.0,9.0,28.0,57.0,39.0,10.0,10.0,163.0,10.0,60.0,298.0,6.0,13.0,20.0,9.0,8.0,66.0
389,389,2016-07-24,13.0,19.0,11.0,8.0,2.0,28.0,12.0,54.0,42.0,29.0,12.0,6.0,5.0,15.0,21.0,25.0,14.0,10.0,27.0,96.0,16.0,25.0,15.0,31.0,11.0,22.0,14.0,23.0,31.0,9.0,15.0,4.0,8.0,55.0,25.0,14.0,5.0,17.0,115.0,5.0,44.0,48.0,19.0,18.0,26.0,11.0,8.0,75.0
390,390,2016-07-25,18.0,18.0,6.0,13.0,10.0,19.0,6.0,102.0,24.0,33.0,35.0,8.0,1.0,17.0,51.0,30.0,8.0,8.0,193.0,18.0,16.0,22.0,26.0,32.0,6.0,23.0,16.0,9.0,16.0,8.0,34.0,5.0,12.0,42.0,16.0,12.0,4.0,13.0,251.0,7.0,35.0,119.0,8.0,33.0,80.0,17.0,3.0,61.0
391,391,2016-07-26,17.0,18.0,2.0,16.0,5.0,16.0,10.0,81.0,25.0,39.0,15.0,4.0,8.0,30.0,21.0,92.0,54.0,7.0,61.0,6.0,13.0,20.0,13.0,46.0,32.0,4.0,14.0,28.0,32.0,7.0,14.0,2.0,17.0,25.0,14.0,20.0,5.0,8.0,200.0,13.0,66.0,69.0,7.0,168.0,28.0,14.0,10.0,72.0
392,392,2016-07-27,31.0,17.0,2.0,8.0,3.0,12.0,59.0,91.0,42.0,31.0,14.0,2.0,3.0,31.0,31.0,20.0,4.0,6.0,11.0,15.0,9.0,12.0,12.0,45.0,7.0,43.0,15.0,40.0,30.0,18.0,12.0,1.0,10.0,20.0,17.0,42.0,2.0,12.0,242.0,10.0,38.0,65.0,7.0,58.0,71.0,26.0,10.0,61.0
393,393,2016-07-28,26.0,35.0,3.0,19.0,10.0,7.0,15.0,76.0,56.0,28.0,34.0,11.0,7.0,14.0,37.0,18.0,31.0,15.0,64.0,14.0,18.0,21.0,17.0,27.0,117.0,33.0,21.0,29.0,18.0,10.0,31.0,3.0,8.0,44.0,12.0,21.0,8.0,13.0,404.0,15.0,20.0,73.0,6.0,23.0,59.0,16.0,7.0,73.0
394,394,2016-07-29,29.0,49.0,7.0,14.0,2.0,20.0,9.0,37.0,28.0,33.0,24.0,22.0,4.0,18.0,33.0,51.0,16.0,6.0,23.0,28.0,17.0,17.0,24.0,29.0,59.0,29.0,16.0,109.0,20.0,18.0,21.0,7.0,11.0,25.0,21.0,18.0,5.0,16.0,141.0,8.0,28.0,45.0,7.0,49.0,37.0,15.0,11.0,90.0
395,395,2016-07-30,12.0,19.0,5.0,9.0,5.0,13.0,86.0,52.0,41.0,32.0,54.0,13.0,4.0,18.0,29.0,34.0,17.0,12.0,6.0,4.0,11.0,8.0,16.0,72.0,69.0,22.0,31.0,22.0,21.0,8.0,18.0,3.0,10.0,16.0,7.0,17.0,9.0,13.0,147.0,8.0,58.0,57.0,6.0,56.0,20.0,5.0,8.0,87.0
396,396,2016-07-31,19.0,25.0,4.0,13.0,7.0,10.0,10.0,136.0,54.0,27.0,10.0,21.0,5.0,17.0,38.0,28.0,15.0,16.0,16.0,3.0,23.0,20.0,65.0,23.0,7.0,19.0,24.0,25.0,26.0,18.0,27.0,4.0,11.0,50.0,15.0,31.0,5.0,6.0,95.0,2.0,31.0,106.0,8.0,19.0,31.0,34.0,12.0,102.0
397,397,2016-08-01,19.0,24.0,5.0,13.0,2.0,18.0,121.0,9.0,58.0,16.0,14.0,5.0,1.0,10.0,28.0,32.0,9.0,10.0,9.0,11.0,38.0,20.0,40.0,28.0,9.0,14.0,42.0,14.0,32.0,9.0,20.0,5.0,8.0,15.0,13.0,10.0,6.0,9.0,212.0,6.0,51.0,51.0,9.0,31.0,21.0,11.0,12.0,99.0
398,398,2016-08-02,57.0,39.0,3.0,16.0,5.0,12.0,26.0,88.0,40.0,28.0,6.0,7.0,4.0,14.0,50.0,15.0,12.0,8.0,20.0,6.0,10.0,20.0,20.0,29.0,6.0,23.0,11.0,70.0,22.0,9.0,17.0,7.0,15.0,5.0,13.0,3.0,6.0,15.0,288.0,11.0,119.0,64.0,6.0,8.0,39.0,10.0,12.0,53.0
399,399,2016-08-03,17.0,19.0,3.0,10.0,8.0,26.0,12.0,113.0,31.0,24.0,19.0,3.0,6.0,14.0,31.0,17.0,21.0,12.0,3.0,7.0,17.0,7.0,14.0,49.0,20.0,19.0,41.0,50.0,20.0,5.0,12.0,6.0,7.0,23.0,11.0,10.0,9.0,12.0,308.0,5.0,53.0,125.0,9.0,19.0,26.0,15.0,8.0,68.0
400,400,2016-08-04,20.0,29.0,9.0,10.0,2.0,12.0,8.0,123.0,34.0,30.0,44.0,23.0,5.0,12.0,29.0,85.0,10.0,8.0,11.0,3.0,13.0,85.0,12.0,16.0,7.0,66.0,36.0,14.0,75.0,9.0,19.0,5.0,15.0,26.0,157.0,19.0,1.0,13.0,154.0,5.0,25.0,25.0,7.0,11.0,54.0,16.0,10.0,47.0
401,401,2016-08-05,49.0,30.0,7.0,11.0,5.0,12.0,11.0,176.0,21.0,30.0,71.0,4.0,1.0,13.0,28.0,19.0,38.0,5.0,5.0,6.0,10.0,250.0,14.0,25.0,23.0,20.0,21.0,133.0,15.0,7.0,21.0,1.0,13.0,36.0,136.0,20.0,3.0,12.0,127.0,5.0,33.0,264.0,7.0,10.0,21.0,15.0,10.0,42.0
402,402,2016-08-06,10.0,16.0,2.0,17.0,1.0,13.0,76.0,520.0,47.0,17.0,26.0,9.0,3.0,6.0,27.0,9.0,10.0,4.0,8.0,5.0,10.0,44.0,10.0,18.0,152.0,15.0,31.0,197.0,23.0,8.0,11.0,1.0,8.0,28.0,8.0,8.0,1.0,9.0,110.0,3.0,31.0,114.0,3.0,9.0,17.0,12.0,2.0,33.0
